City,Date,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Transactions
Ashburn,20200914,4,4,4,100.00%,1,0:00:00,0
Boca Del Mar,20200914,3,1,3,66.67%,2,0:04:32,0
Colorado Springs,20200914,2,2,2,50.00%,2,0:02:16,0
Heber City,20200914,2,2,2,50.00%,1.5,0:00:08,0
Kearns,20200914,2,2,3,0.00%,3.67,0:00:15,0
Dublin,20200914,1,1,1,100.00%,1,0:00:00,0
Kota Kinabalu,20200914,1,0,1,100.00%,1,0:00:00,0
Birmingham,20200914,1,1,1,0.00%,6,0:01:48,0
Buckeye,20200914,1,1,1,100.00%,1,0:00:00,0
Irvine,20200914,1,1,2,0.00%,11.5,0:09:30,1
Kingsburg,20200914,1,1,1,0.00%,6,0:02:38,0
Los Angeles,20200914,1,0,1,100.00%,1,0:00:00,0
Charlotte,20200914,1,0,1,100.00%,1,0:00:00,0
New York,20200914,1,1,1,0.00%,2,0:00:06,0
Ossining,20200914,1,1,1,0.00%,2,0:00:13,0
Columbus,20200914,1,1,1,100.00%,1,0:00:00,0
Hamilton,20200914,1,1,1,100.00%,1,0:00:00,0
Dallas,20200914,1,1,2,100.00%,1,0:00:00,0
Houston,20200914,1,1,1,0.00%,2,0:00:18,0
Kaysville,20200914,1,1,1,100.00%,1,0:00:00,0
Midway,20200914,1,1,1,0.00%,2,0:00:13,0
Park City,20200914,1,1,1,0.00%,3,0:00:57,0
Pleasant Grove,20200914,1,1,1,100.00%,1,0:00:00,0
Riverton,20200914,1,1,1,0.00%,2,0:06:40,0
Sandy,20200914,1,1,1,0.00%,3,0:00:22,0
West Jordan,20200914,1,0,1,0.00%,2,0:00:03,0
Eagle Mountain,20200914,1,1,1,0.00%,11,0:15:03,0
Holladay,20200914,1,1,1,0.00%,7,0:01:54,0
Saratoga Springs,20200914,1,1,1,0.00%,2,0:00:15,0
West Valley City,20200914,1,1,1,100.00%,1,0:00:00,0
Park City,20200915,5,4,5,0.00%,3.8,0:03:27,1
Salt Lake City,20200915,5,2,6,50.00%,3.83,0:02:04,0
(not set),20200915,2,2,2,50.00%,1.5,0:01:19,0
Los Angeles,20200915,2,2,5,20.00%,3.6,0:02:09,0
Midvale,20200915,2,2,2,0.00%,7.5,0:06:00,1
Midway,20200915,2,2,3,0.00%,13,0:06:47,1
Dublin,20200915,1,1,1,100.00%,1,0:00:00,0
Phoenix,20200915,1,1,1,0.00%,2,0:00:19,0
Tempe,20200915,1,1,1,0.00%,7,0:01:33,0
Westminster,20200915,1,1,1,100.00%,1,0:00:00,0
Boca Raton,20200915,1,1,1,0.00%,7,0:01:23,0
New Orleans,20200915,1,1,1,0.00%,4,0:00:40,0
Houston,20200915,1,1,1,100.00%,1,0:00:00,0
Alpine,20200915,1,1,1,0.00%,5,0:01:53,0
Bountiful,20200915,1,1,1,100.00%,1,0:00:00,0
Lehi,20200915,1,1,1,0.00%,4,0:07:06,0
Manti,20200915,1,1,1,0.00%,2,0:00:13,0
Orem,20200915,1,1,1,100.00%,1,0:00:00,0
Lander,20200915,1,1,1,0.00%,3,0:00:25,0
Murray,20200915,1,0,1,0.00%,4,0:01:23,0
Plain City,20200915,1,1,1,0.00%,2,0:00:08,0
Saratoga Springs,20200915,1,1,1,0.00%,6,0:06:31,0
West Valley City,20200915,1,1,1,0.00%,3,0:00:25,0
Denver,20200916,2,2,3,33.33%,4.67,0:02:59,0
Riverton,20200916,2,2,3,33.33%,6.67,0:02:44,1
Salt Lake City,20200916,2,2,2,0.00%,2,0:00:10,0
West Jordan,20200916,2,2,2,0.00%,4.5,0:03:01,1
Los Angeles,20200916,1,1,1,0.00%,2,0:04:18,0
Springfield,20200916,1,1,1,0.00%,2,0:00:11,0
Boise,20200916,1,1,2,0.00%,8,0:06:41,0
Chicago,20200916,1,1,1,100.00%,1,0:00:00,0
Howe,20200916,1,1,1,100.00%,1,0:00:00,0
Columbus,20200916,1,1,1,100.00%,1,0:00:00,0
Choctaw,20200916,1,1,1,0.00%,3,0:01:18,0
Harrah,20200916,1,1,1,0.00%,4,0:01:50,0
Bountiful,20200916,1,1,2,50.00%,12.5,0:02:47,0
Layton,20200916,1,1,1,0.00%,5,0:02:06,0
Park City,20200916,1,1,1,0.00%,7,0:02:23,0
Sandy,20200916,1,1,1,0.00%,7,0:01:07,0
South Jordan,20200916,1,1,1,0.00%,4,0:01:49,0
Bluffdale,20200916,1,0,1,0.00%,13,0:18:16,0
East Millcreek,20200916,1,1,1,100.00%,1,0:00:00,0
Murray,20200916,1,1,1,0.00%,5,0:01:06,0
Snyderville,20200916,1,1,1,0.00%,2,0:00:12,0
Salt Lake City,20200917,9,7,12,33.33%,3.67,0:02:48,1
Park City,20200917,5,5,5,20.00%,2.4,0:01:31,0
Denver,20200917,3,3,3,0.00%,10,0:16:53,0
Riverton,20200917,3,2,4,25.00%,5.25,0:05:12,1
Santa Clara,20200917,2,2,2,100.00%,1,0:00:00,0
Las Vegas,20200917,2,2,2,0.00%,2.5,0:00:18,0
Lehi,20200917,2,2,4,0.00%,5,0:08:36,0
Orem,20200917,2,2,2,50.00%,1.5,0:00:05,0
Herriman,20200917,2,2,2,100.00%,1,0:00:00,0
Murray,20200917,2,2,3,66.67%,1.33,0:00:01,0
West Valley City,20200917,2,2,2,0.00%,2,0:00:28,0
Beijing,20200917,1,1,1,100.00%,1,0:00:00,0
Anaheim,20200917,1,1,1,0.00%,4,0:02:43,0
Los Angeles,20200917,1,1,1,100.00%,1,0:00:00,0
Palm Bay,20200917,1,1,1,0.00%,4,0:00:35,0
Perry,20200917,1,1,1,100.00%,1,0:00:00,0
Lombard,20200917,1,1,1,0.00%,9,0:01:28,0
Columbus,20200917,1,1,1,100.00%,1,0:00:00,0
Heber City,20200917,1,1,1,100.00%,1,0:00:00,0
Ogden,20200917,1,1,1,0.00%,9,0:02:30,0
Provo,20200917,1,1,1,0.00%,9,0:01:08,0
Salem,20200917,1,1,1,0.00%,3,0:00:10,0
West Jordan,20200917,1,1,1,100.00%,1,0:00:00,0
Millcreek,20200917,1,1,1,100.00%,1,0:00:00,0
South Salt Lake,20200917,1,0,1,0.00%,6,0:01:32,0
Salt Lake City,20200918,15,12,23,21.74%,5.09,0:00:51,0
Heber City,20200918,4,4,4,25.00%,3.5,0:00:52,0
(not set),20200918,2,2,2,50.00%,3,0:01:44,0
Denver,20200918,2,2,2,0.00%,21,0:04:08,0
Lehi,20200918,2,2,2,0.00%,2.5,0:00:21,0
Provo,20200918,2,2,2,0.00%,5.5,0:01:25,0
Saratoga Springs,20200918,2,1,2,0.00%,5.5,0:01:31,0
West Valley City,20200918,2,2,3,0.00%,5.33,0:01:29,1
San Francisco,20200918,1,1,1,0.00%,2,0:00:25,0
Topanga,20200918,1,1,1,0.00%,7,0:01:19,0
Boulder,20200918,1,0,1,0.00%,8,0:02:52,0
Gainesville,20200918,1,1,1,100.00%,1,0:00:00,0
Meridian,20200918,1,1,1,0.00%,7,0:01:17,0
Harvey,20200918,1,1,1,100.00%,1,0:00:00,0
Las Vegas,20200918,1,1,1,0.00%,2,0:00:23,0
Bend,20200918,1,1,1,0.00%,3,0:17:06,0
Bountiful,20200918,1,1,1,0.00%,3,0:00:29,0
Centerville,20200918,1,1,1,0.00%,3,0:00:11,0
Orem,20200918,1,1,1,0.00%,2,0:00:15,0
St. George,20200918,1,1,1,0.00%,2,0:00:04,0
Cottonwood Heights,20200918,1,1,1,0.00%,4,0:02:41,0
East Millcreek,20200918,1,1,1,100.00%,1,0:00:00,0
Herriman,20200918,1,1,2,0.00%,6,0:01:43,0
Murray,20200918,1,1,2,0.00%,7,0:00:45,0
(not set),20200918,1,0,1,100.00%,1,0:00:00,0
Salt Lake City,20200919,4,3,4,25.00%,2,0:00:08,0
Denver,20200919,3,2,3,33.33%,4.33,0:01:48,1
Midway,20200919,3,2,4,0.00%,3.25,0:00:27,0
Phoenix,20200919,2,2,2,50.00%,1.5,0:00:03,0
Los Angeles,20200919,2,2,3,33.33%,2.33,0:00:27,0
Santa Clara,20200919,2,2,2,50.00%,1.5,0:00:02,0
Colorado Springs,20200919,2,2,2,0.00%,6,0:02:48,0
Heber City,20200919,2,1,2,0.00%,3.5,0:00:37,0
Lehi,20200919,2,2,3,0.00%,6.33,0:01:58,1
Park City,20200919,2,1,2,50.00%,4,0:01:23,0
(not set),20200919,1,1,1,100.00%,1,0:00:00,0
Berlin,20200919,1,1,1,100.00%,1,0:00:00,0
San Francisco,20200919,1,1,1,0.00%,7,0:01:05,0
Winter Springs,20200919,1,1,1,100.00%,1,0:00:00,0
Las Vegas,20200919,1,1,1,100.00%,1,0:00:00,0
Bountiful,20200919,1,1,1,0.00%,5,0:21:05,0
Ogden,20200919,1,1,1,0.00%,3,0:02:15,0
Orem,20200919,1,1,2,0.00%,7.5,0:07:40,1
Sandy,20200919,1,0,1,100.00%,1,0:00:00,0
Ashburn,20200919,1,1,1,100.00%,1,0:00:00,0
Saratoga Springs,20200919,1,1,1,0.00%,2,0:00:33,0
(not set),20200919,1,1,1,100.00%,1,0:00:00,0
Los Angeles,20200920,5,5,7,14.29%,6.57,0:05:29,1
Salt Lake City,20200920,4,4,5,20.00%,3.4,0:04:49,0
Ashburn,20200920,3,3,3,100.00%,1,0:00:00,0
Bountiful,20200920,2,1,2,0.00%,4.5,0:07:11,0
Riverton,20200920,2,2,3,66.67%,2,0:00:25,0
Sacramento,20200920,1,1,1,0.00%,3,0:02:15,0
Washington,20200920,1,1,1,100.00%,1,0:00:00,0
Meridian,20200920,1,1,1,0.00%,5,0:00:19,0
O'Fallon,20200920,1,1,1,0.00%,3,0:02:10,0
Fishers,20200920,1,1,1,0.00%,5,0:01:39,0
Metairie,20200920,1,1,1,0.00%,2,0:00:13,0
Charlotte,20200920,1,1,1,0.00%,14,0:02:25,0
Raleigh,20200920,1,1,1,0.00%,5,0:03:26,0
Dallas,20200920,1,1,1,100.00%,1,0:00:00,0
Draper,20200920,1,1,1,0.00%,2,0:00:14,0
Heber City,20200920,1,1,1,0.00%,2,0:00:14,0
Midway,20200920,1,0,1,0.00%,2,0:00:22,0
Orem,20200920,1,1,2,0.00%,4.5,0:01:28,0
Park City,20200920,1,1,1,0.00%,12,0:05:04,0
Provo,20200920,1,1,1,0.00%,5,0:01:36,0
Sandy,20200920,1,1,1,0.00%,2,0:00:06,0
Springville,20200920,1,1,1,100.00%,1,0:00:00,0
East Millcreek,20200920,1,1,1,0.00%,2,0:00:04,0
Millcreek,20200920,1,1,1,0.00%,8,0:03:52,0
West Valley City,20200920,1,1,1,0.00%,5,0:15:01,0
Salt Lake City,20200921,5,3,6,50.00%,8.67,0:04:45,0
Orem,20200921,4,3,4,25.00%,3.5,0:00:39,0
Park City,20200921,2,1,2,0.00%,9.5,0:07:14,1
Ashburn,20200921,2,2,2,100.00%,1,0:00:00,0
South Salt Lake,20200921,2,2,2,50.00%,1.5,0:00:26,0
(not set),20200921,1,1,1,0.00%,3,0:00:29,0
Los Angeles,20200921,1,1,1,100.00%,1,0:00:00,0
Boulder,20200921,1,1,1,0.00%,13,0:09:54,0
Colorado Springs,20200921,1,0,1,100.00%,1,0:00:00,0
Hollywood,20200921,1,1,1,100.00%,1,0:00:00,0
Tewksbury,20200921,1,1,1,100.00%,1,0:00:00,0
Avon,20200921,1,1,2,0.00%,3,0:00:48,0
Memphis,20200921,1,1,1,100.00%,1,0:00:00,0
Frisco,20200921,1,1,1,0.00%,10,0:04:51,0
Plano,20200921,1,0,1,0.00%,2,0:01:41,1
Eden,20200921,1,1,1,0.00%,7,0:02:45,0
Farmington,20200921,1,1,1,0.00%,6,0:02:34,0
Lehi,20200921,1,1,1,100.00%,1,0:00:00,0
Midway,20200921,1,0,1,100.00%,1,0:00:00,0
Ogden,20200921,1,1,1,0.00%,7,0:03:00,0
Bremerton,20200921,1,1,1,0.00%,3,0:00:26,0
Holladay,20200921,1,1,1,0.00%,6,0:00:23,0
Murray,20200921,1,1,1,0.00%,5,0:01:52,0
West Valley City,20200921,1,0,1,100.00%,1,0:00:00,0
Las Vegas,20200922,3,2,4,50.00%,4,0:02:22,0
Salt Lake City,20200922,3,3,3,33.33%,2.67,0:00:52,0
South Jordan,20200922,3,3,4,0.00%,4,0:04:13,0
Los Angeles,20200922,2,2,2,50.00%,1.5,0:00:02,0
Ashburn,20200922,2,2,2,100.00%,1,0:00:00,0
West Valley City,20200922,2,2,2,0.00%,3.5,0:00:19,0
(not set),20200922,1,1,1,100.00%,1,0:00:00,0
Beijing,20200922,1,1,1,100.00%,1,0:00:00,0
Bonn,20200922,1,1,1,100.00%,1,0:00:00,0
Carlsbad,20200922,1,1,1,100.00%,1,0:00:00,0
Sacramento,20200922,1,1,2,0.00%,8.5,0:17:43,1
San Diego,20200922,1,1,1,100.00%,1,0:00:00,0
Boulder,20200922,1,1,1,100.00%,1,0:00:00,0
East Hartford,20200922,1,1,1,0.00%,3,0:00:20,0
Fort Myers,20200922,1,1,1,0.00%,7,0:05:00,1
Columbus,20200922,1,1,1,0.00%,2,0:00:45,0
Indianapolis,20200922,1,1,1,0.00%,3,0:00:42,0
Destrehan,20200922,1,1,1,0.00%,3,0:01:54,0
Kansas City,20200922,1,1,1,0.00%,2,0:00:13,0
Memphis,20200922,1,0,1,0.00%,10,0:14:16,1
Draper,20200922,1,1,3,66.67%,4.67,0:01:49,0
Lehi,20200922,1,1,1,0.00%,3,0:00:22,0
Midvale,20200922,1,1,1,0.00%,3,0:01:45,0
Park City,20200922,1,1,1,0.00%,2,0:00:10,0
Pleasant Grove,20200922,1,1,2,0.00%,7,0:02:01,0
Salem,20200922,1,0,1,100.00%,1,0:00:00,0
Springville,20200922,1,1,1,0.00%,4,0:00:17,0
West Jordan,20200922,1,1,1,0.00%,4,0:00:32,0
Spokane,20200922,1,1,1,0.00%,5,0:00:59,0
Millcreek,20200922,1,1,1,0.00%,25,0:07:11,0
Murray,20200922,1,0,1,100.00%,1,0:00:00,0
Saratoga Springs,20200922,1,1,1,0.00%,3,0:00:26,0
Salt Lake City,20200923,6,5,8,12.50%,3.75,0:01:11,0
Lehi,20200923,3,3,3,0.00%,2.67,0:00:11,0
Ashburn,20200923,3,3,3,100.00%,1,0:00:00,0
(not set),20200923,1,1,1,100.00%,1,0:00:00,0
Tucson,20200923,1,1,1,100.00%,1,0:00:00,0
Los Angeles,20200923,1,1,1,0.00%,3,0:00:16,0
Colorado Springs,20200923,1,1,1,0.00%,5,0:00:31,0
Wilmington,20200923,1,1,1,100.00%,1,0:00:00,0
Memphis,20200923,1,1,1,100.00%,1,0:00:00,0
Dallas,20200923,1,1,1,0.00%,2,0:00:05,0
Centerville,20200923,1,1,1,0.00%,2,0:00:20,0
Draper,20200923,1,1,1,0.00%,10,0:13:58,0
Heber City,20200923,1,0,1,0.00%,4,0:04:48,0
Layton,20200923,1,1,1,0.00%,4,0:00:10,0
Midway,20200923,1,0,1,100.00%,1,0:00:00,0
Provo,20200923,1,0,1,0.00%,2,0:00:09,0
St. George,20200923,1,1,1,0.00%,3,0:16:05,0
West Jordan,20200923,1,1,1,0.00%,2,0:00:14,0
Culpeper,20200923,1,1,1,0.00%,3,0:00:14,0
Highland,20200923,1,1,1,0.00%,3,0:00:21,0
Murray,20200923,1,1,3,0.00%,5,0:02:20,1
Saratoga Springs,20200923,1,1,2,0.00%,6.5,0:02:18,1
Salt Lake City,20200924,7,5,10,20.00%,4.6,0:01:38,0
(not set),20200924,2,2,2,0.00%,2.5,0:00:32,0
Winter Park,20200924,2,2,3,0.00%,6.67,0:03:15,1
Meridian,20200924,2,2,3,66.67%,3.67,0:00:13,0
American Fork,20200924,2,2,3,0.00%,5.67,0:03:08,0
Beijing,20200924,1,1,1,100.00%,1,0:00:00,0
Gilbert,20200924,1,1,1,100.00%,1,0:00:00,0
Los Angeles,20200924,1,1,2,0.00%,2,0:01:06,0
Poway,20200924,1,1,1,0.00%,2,0:00:03,0
San Francisco,20200924,1,1,2,0.00%,3,0:00:27,0
Denver,20200924,1,1,1,0.00%,2,0:00:29,0
Smyrna,20200924,1,1,1,0.00%,2,0:00:05,0
Columbus,20200924,1,1,1,100.00%,1,0:00:00,0
Bend,20200924,1,0,1,0.00%,2,0:00:06,0
Heber City,20200924,1,1,1,0.00%,3,0:00:41,0
Lehi,20200924,1,1,1,0.00%,3,0:00:21,0
Magna,20200924,1,1,1,0.00%,2,0:00:10,0
Provo,20200924,1,0,1,0.00%,4,0:01:03,0
Riverton,20200924,1,1,1,100.00%,1,0:00:00,0
Roy,20200924,1,1,1,0.00%,11,0:01:39,0
Springville,20200924,1,1,1,100.00%,1,0:00:00,0
West Jordan,20200924,1,1,1,0.00%,7,0:02:46,0
Central,20200924,1,1,1,0.00%,3,0:00:20,0
Hialeah Gardens,20200924,1,1,1,0.00%,8,0:28:51,0
Murray,20200924,1,1,1,0.00%,2,0:00:04,0
Temple Terrace,20200924,1,1,1,100.00%,1,0:00:00,0
Los Angeles,20200925,4,3,8,0.00%,3.5,0:02:09,0
Salt Lake City,20200925,3,3,3,0.00%,8,0:05:19,0
(not set),20200925,2,2,2,100.00%,1,0:00:00,0
Boise,20200925,2,2,2,0.00%,4.5,0:00:47,0
Draper,20200925,2,1,3,0.00%,10,0:07:12,1
North Salt Lake,20200925,2,2,2,0.00%,7.5,0:04:27,0
Orem,20200925,2,2,2,0.00%,5,0:01:05,0
Park City,20200925,2,2,2,50.00%,13,0:04:41,1
Sandy,20200925,2,2,2,0.00%,12,0:14:25,0
Bluffdale,20200925,2,2,4,50.00%,2.5,0:00:23,0
Birmingham,20200925,1,1,1,100.00%,1,0:00:00,0
Destin,20200925,1,1,4,25.00%,4,0:00:33,0
Gainesville,20200925,1,1,1,0.00%,2,0:04:10,0
Winter Park,20200925,1,0,1,100.00%,1,0:00:00,0
Meridian,20200925,1,1,1,0.00%,21,0:10:06,0
Addison,20200925,1,1,1,100.00%,1,0:00:00,0
Lowell,20200925,1,1,1,100.00%,1,0:00:00,0
Clearfield,20200925,1,1,1,0.00%,4,0:02:16,0
Heber City,20200925,1,0,1,100.00%,1,0:00:00,0
Lindon,20200925,1,1,1,0.00%,4,0:01:16,0
Midway,20200925,1,1,1,100.00%,1,0:00:00,0
Payson,20200925,1,1,1,0.00%,5,0:02:10,0
South Jordan,20200925,1,1,1,0.00%,4,0:00:16,0
Tooele,20200925,1,1,1,0.00%,2,0:00:08,0
West Jordan,20200925,1,1,1,0.00%,5,0:01:50,0
Bayonet Point,20200925,1,1,1,100.00%,1,0:00:00,0
Centennial,20200925,1,1,1,0.00%,3,0:00:13,0
Millcreek,20200925,1,1,1,100.00%,1,0:00:00,0
Montgomery,20200925,1,1,1,0.00%,4,0:01:09,0
Murray,20200925,1,1,1,0.00%,3,0:05:53,0
Saratoga Springs,20200925,1,1,2,0.00%,3.5,0:00:48,0
Snyderville,20200925,1,1,1,0.00%,3,0:00:55,0
Salt Lake City,20200926,11,10,16,25.00%,5.31,0:02:59,1
(not set),20200926,5,3,5,40.00%,3,0:01:38,0
Los Angeles,20200926,5,4,6,0.00%,7,0:01:38,0
Denver,20200926,3,2,3,0.00%,5.67,0:01:58,0
West Jordan,20200926,3,3,3,0.00%,6.33,0:04:09,0
Meridian,20200926,2,0,4,25.00%,3.75,0:10:47,0
Midway,20200926,2,2,2,50.00%,6.5,0:05:05,1
Park City,20200926,2,2,3,33.33%,2,0:07:54,0
Sandy,20200926,2,1,3,33.33%,4,0:00:34,0
West Valley City,20200926,2,2,3,0.00%,5.33,0:03:42,0
Dubai,20200926,1,1,1,100.00%,1,0:00:00,0
Parker,20200926,1,1,1,0.00%,7,0:02:36,0
Largo,20200926,1,1,1,0.00%,4,0:00:34,0
Winter Park,20200926,1,1,1,100.00%,1,0:00:00,0
Boise,20200926,1,1,1,0.00%,7,0:03:23,0
Clinton Township,20200926,1,1,1,0.00%,3,0:01:04,0
Clifton,20200926,1,1,1,100.00%,1,0:00:00,0
Dallas,20200926,1,1,1,0.00%,3,0:00:37,0
Mansfield,20200926,1,1,1,0.00%,5,0:01:10,0
Draper,20200926,1,1,1,100.00%,1,0:00:00,0
Orem,20200926,1,1,1,0.00%,2,0:00:24,0
Provo,20200926,1,1,1,100.00%,1,0:00:00,0
South Jordan,20200926,1,1,1,0.00%,6,0:01:55,0
Lakewood,20200926,1,0,1,100.00%,1,0:00:00,0
Pleasant View,20200926,1,1,1,0.00%,14,0:11:35,1
Saratoga Springs,20200926,1,1,1,0.00%,4,0:02:43,0
Snyderville,20200926,1,0,1,0.00%,7,0:00:39,0
(not set),20200926,1,1,1,100.00%,1,0:00:00,0
(not set),20200926,1,1,1,100.00%,1,0:00:00,0
Park City,20200927,9,8,9,66.67%,1.44,0:00:05,0
Salt Lake City,20200927,6,3,7,42.86%,2,0:00:22,0
Ashburn,20200927,3,3,3,100.00%,1,0:00:00,0
Colorado Springs,20200927,2,2,2,50.00%,1.5,0:00:04,0
Denver,20200927,2,2,2,0.00%,4,0:02:26,0
Boise,20200927,2,2,2,0.00%,4,0:12:59,0
Sandy,20200927,2,0,2,100.00%,1,0:00:00,0
Twin Falls,20200927,1,0,1,100.00%,1,0:00:00,0
Missoula,20200927,1,1,1,0.00%,4,0:01:02,0
Sidney,20200927,1,1,1,0.00%,24,0:14:42,0
Austin,20200927,1,1,1,0.00%,2,0:00:30,0
Draper,20200927,1,1,1,100.00%,1,0:00:00,0
Heber City,20200927,1,1,1,0.00%,8,0:00:38,0
Lehi,20200927,1,1,1,100.00%,1,0:00:00,0
Midvale,20200927,1,1,1,100.00%,1,0:00:00,0
Midway,20200927,1,1,1,0.00%,3,0:00:38,0
Provo,20200927,1,1,1,0.00%,16,0:17:05,0
Roy,20200927,1,1,1,0.00%,2,0:00:14,0
West Jordan,20200927,1,1,1,0.00%,3,0:00:38,0
East Millcreek,20200927,1,1,2,0.00%,3.5,0:01:06,0
Newtown,20200927,1,0,1,100.00%,1,0:00:00,0
West Valley City,20200927,1,0,1,100.00%,1,0:00:00,0
(not set),20200927,1,1,1,0.00%,2,0:00:18,0
Heber City,20200928,5,2,6,50.00%,3.5,0:02:41,0
Los Angeles,20200928,3,3,3,66.67%,6.33,0:03:03,1
Salt Lake City,20200928,3,3,4,25.00%,3.75,0:02:27,0
South Jordan,20200928,3,3,3,0.00%,5.33,0:00:40,0
West Valley City,20200928,2,1,2,50.00%,1.5,0:00:08,0
Phoenix,20200928,1,1,1,100.00%,1,0:00:00,0
Tucson,20200928,1,1,1,100.00%,1,0:00:00,0
Escondido,20200928,1,1,1,100.00%,1,0:00:00,0
Lake Forest,20200928,1,1,1,0.00%,4,0:06:23,0
Mountain View,20200928,1,0,1,0.00%,6,0:06:51,1
Denver,20200928,1,1,1,100.00%,1,0:00:00,0
Palm Harbor,20200928,1,1,2,50.00%,1.5,0:00:07,0
Boise,20200928,1,1,1,0.00%,5,0:01:28,0
Clifton,20200928,1,1,1,100.00%,1,0:00:00,0
Ashland,20200928,1,1,1,100.00%,1,0:00:00,0
American Fork,20200928,1,1,1,0.00%,2,0:00:05,0
Bountiful,20200928,1,0,2,0.00%,2,0:00:09,0
Clearfield,20200928,1,1,1,0.00%,2,0:00:05,0
Draper,20200928,1,1,1,100.00%,1,0:00:00,0
Lehi,20200928,1,1,1,0.00%,2,0:00:04,0
North Salt Lake,20200928,1,0,1,0.00%,4,0:04:04,0
Orem,20200928,1,1,1,0.00%,4,0:00:15,0
Park City,20200928,1,1,1,0.00%,7,0:02:10,0
Vernal,20200928,1,1,1,0.00%,9,0:10:51,0
West Jordan,20200928,1,0,2,0.00%,10,0:01:48,1
Doral,20200928,1,1,1,0.00%,16,0:06:58,0
East Millcreek,20200928,1,1,1,100.00%,1,0:00:00,0
Palm Valley,20200928,1,1,1,0.00%,4,0:00:27,0
Salt Lake City,20200929,8,8,13,7.69%,6.62,0:03:34,0
Park City,20200929,3,2,3,0.00%,5.67,0:03:08,0
Los Angeles,20200929,2,1,2,50.00%,1.5,0:00:06,0
Provo,20200929,2,2,2,100.00%,1,0:00:00,0
Vila Velha,20200929,1,1,1,100.00%,1,0:00:00,0
Vitoria,20200929,1,1,1,100.00%,1,0:00:00,0
Manhattan Beach,20200929,1,1,1,0.00%,28,0:04:50,0
San Diego,20200929,1,1,1,0.00%,3,0:00:24,0
Boulder,20200929,1,1,1,0.00%,2,0:00:08,0
Covington,20200929,1,1,1,100.00%,1,0:00:00,0
Bountiful,20200929,1,1,1,0.00%,6,0:01:33,0
Heber City,20200929,1,1,1,0.00%,6,0:03:11,0
Midway,20200929,1,0,1,0.00%,2,0:00:03,0
Sandy,20200929,1,1,2,0.00%,8,0:03:20,0
South Jordan,20200929,1,0,1,100.00%,1,0:00:00,0
Holladay,20200929,1,1,1,0.00%,8,0:34:02,0
Murray,20200929,1,1,1,0.00%,5,0:00:54,0
Taylorsville,20200929,1,1,1,100.00%,1,0:00:00,0
West Valley City,20200929,1,1,1,100.00%,1,0:00:00,0
(not set),20200929,1,1,1,0.00%,5,0:01:32,0
(not set),20200930,4,4,4,75.00%,5.5,0:00:10,0
Park City,20200930,3,1,3,33.33%,4,0:00:55,0
Clearfield,20200930,2,1,2,50.00%,3.5,0:01:21,0
Roy,20200930,2,2,2,50.00%,3.5,0:01:06,1
Phoenix,20200930,1,1,1,100.00%,1,0:00:00,0
Goleta,20200930,1,1,1,100.00%,1,0:00:00,0
Los Angeles,20200930,1,0,1,0.00%,4,0:00:28,0
San Francisco,20200930,1,1,1,0.00%,3,0:00:17,0
Denver,20200930,1,1,2,0.00%,6.5,0:00:50,0
Honolulu,20200930,1,1,1,0.00%,2,0:00:15,0
Miles City,20200930,1,1,1,0.00%,5,0:00:52,0
Centerville,20200930,1,0,1,0.00%,14,0:02:20,0
Draper,20200930,1,1,1,0.00%,8,0:02:42,0
Heber City,20200930,1,1,1,100.00%,1,0:00:00,0
Layton,20200930,1,1,1,0.00%,13,0:33:02,1
Ogden,20200930,1,0,2,0.00%,8.5,0:09:13,1
Roosevelt,20200930,1,1,1,0.00%,2,0:00:51,0
Salt Lake City,20200930,1,1,1,0.00%,3,0:00:14,0
South Jordan,20200930,1,1,1,0.00%,2,0:00:04,0
Reston,20200930,1,1,1,0.00%,2,0:00:14,0
Columbia Heights,20200930,1,1,1,100.00%,1,0:00:00,0
Millcreek,20200930,1,1,1,0.00%,15,0:19:25,0
(not set),20200930,1,1,1,0.00%,4,0:00:29,0
(not set),20200930,1,1,1,0.00%,3,0:00:14,0
Salt Lake City,20201001,9,5,9,0.00%,3.67,0:00:57,0
Irving,20201001,3,3,3,100.00%,1,0:00:00,0
Park City,20201001,3,0,4,25.00%,3,0:03:09,1
(not set),20201001,2,2,2,50.00%,2.5,0:00:12,0
Hollywood,20201001,2,2,2,50.00%,5.5,0:05:09,0
Miami,20201001,2,2,2,0.00%,2,0:01:11,0
Heber City,20201001,2,1,4,75.00%,1.5,0:00:02,0
Spanish Fork,20201001,2,2,2,0.00%,3,0:00:50,0
West Jordan,20201001,2,2,2,0.00%,2,0:00:20,0
Beijing,20201001,1,1,1,100.00%,1,0:00:00,0
Los Angeles,20201001,1,1,1,100.00%,1,0:00:00,0
Denver,20201001,1,1,1,100.00%,1,0:00:00,0
Orlando,20201001,1,1,1,0.00%,2,0:00:04,0
Tupelo,20201001,1,1,1,0.00%,3,0:00:20,0
Bay Shore,20201001,1,1,2,50.00%,1.5,0:00:07,0
Dallas,20201001,1,1,2,0.00%,8.5,0:04:19,0
Midway,20201001,1,1,1,0.00%,11,0:23:19,0
Orem,20201001,1,1,2,0.00%,2.5,0:00:11,0
Riverton,20201001,1,1,2,0.00%,7.5,0:04:42,0
Sandy,20201001,1,1,1,0.00%,29,1:13:06,0
St. George,20201001,1,1,1,100.00%,1,0:00:00,0
