Browser,Device Category,Date,Sessions,Avg. Session Duration,Bounce Rate,Users,Pages / Session,Transactions
Safari,mobile,20200101,35,0:01:27,45.71%,25,3,2
Chrome,desktop,20200101,18,0:01:13,50.00%,17,3.17,2
Chrome,mobile,20200101,9,0:04:39,44.44%,6,2.89,0
Safari (in-app),mobile,20200101,5,0:00:05,20.00%,5,1.8,0
Safari,desktop,20200101,2,0:00:25,50.00%,2,3,0
Samsung Internet,mobile,20200101,2,0:00:00,100.00%,1,1,0
Android Webview,mobile,20200101,1,0:00:34,0.00%,1,3,0
Edge,desktop,20200101,1,0:07:45,0.00%,1,13,1
Firefox,mobile,20200101,1,0:02:35,0.00%,1,2,0
Safari,tablet,20200101,1,0:00:07,0.00%,1,2,0
Safari,mobile,20200102,30,0:02:40,36.67%,27,3.57,0
Chrome,desktop,20200102,17,0:04:09,29.41%,17,5.71,1
Chrome,mobile,20200102,5,0:01:35,40.00%,5,3.4,1
Safari,desktop,20200102,4,0:00:36,25.00%,4,2.25,0
Internet Explorer,desktop,20200102,3,0:03:31,0.00%,1,6.67,1
Safari (in-app),mobile,20200102,3,0:10:27,33.33%,3,5,0
Internet Explorer,tablet,20200102,2,0:22:10,0.00%,2,7,2
Safari,tablet,20200102,2,0:00:35,0.00%,2,2,0
Edge,desktop,20200102,1,0:00:00,100.00%,1,1,0
Firefox,desktop,20200102,1,0:00:00,100.00%,1,1,0
Safari,mobile,20200103,29,0:01:48,31.03%,19,2.62,0
Chrome,desktop,20200103,8,0:04:10,0.00%,8,3.62,0
Edge,desktop,20200103,3,0:06:16,0.00%,2,4.33,0
Safari,desktop,20200103,3,0:03:18,0.00%,2,6.67,1
Chrome,mobile,20200103,2,0:00:12,50.00%,2,1.5,0
Firefox,desktop,20200103,2,0:17:58,50.00%,2,20.5,1
Internet Explorer,desktop,20200103,2,0:02:21,0.00%,2,24,0
Opera,desktop,20200103,2,0:04:59,0.00%,2,3,0
Safari,tablet,20200103,2,0:00:51,0.00%,1,8.5,0
Safari,mobile,20200104,24,0:05:55,16.67%,17,4.67,0
Internet Explorer,desktop,20200104,22,0:00:24,90.91%,21,1.32,0
Chrome,mobile,20200104,7,0:00:43,57.14%,6,2.57,0
Chrome,desktop,20200104,6,0:07:17,16.67%,6,6.17,2
Safari,desktop,20200104,3,0:00:29,0.00%,3,2.33,0
Chrome,tablet,20200104,1,0:00:00,100.00%,1,1,0
Safari (in-app),mobile,20200104,1,0:04:25,0.00%,1,6,0
Samsung Internet,mobile,20200104,1,0:00:00,100.00%,1,1,0
Safari,mobile,20200105,28,0:03:57,28.57%,22,4.21,0
Chrome,desktop,20200105,9,0:01:13,44.44%,9,2.89,0
Chrome,mobile,20200105,6,0:00:20,50.00%,5,2.83,0
Safari,desktop,20200105,6,0:01:35,0.00%,6,6,0
Safari,tablet,20200105,6,0:02:56,33.33%,5,4.5,1
Android Webview,mobile,20200105,1,0:01:20,0.00%,1,5,0
Edge,desktop,20200105,1,0:00:00,100.00%,1,1,0
Firefox,mobile,20200105,1,0:00:00,100.00%,1,1,0
Safari (in-app),mobile,20200105,1,0:00:52,0.00%,1,3,0
Samsung Internet,mobile,20200105,1,0:00:00,100.00%,1,1,0
Chrome,desktop,20200106,32,0:01:48,46.88%,29,2.97,2
Safari,mobile,20200106,13,0:02:35,23.08%,10,4.31,2
Edge,desktop,20200106,10,0:01:40,40.00%,10,2,0
Chrome,mobile,20200106,5,0:00:32,20.00%,5,2.4,0
Firefox,desktop,20200106,5,0:00:00,100.00%,5,1,0
Safari,desktop,20200106,3,0:00:02,66.67%,3,1.33,0
Internet Explorer,tablet,20200106,2,0:05:42,50.00%,1,4.5,1
Safari,tablet,20200106,1,0:00:00,100.00%,1,1,0
Samsung Internet,mobile,20200106,1,0:00:00,100.00%,1,1,0
Chrome,desktop,20200107,18,0:03:24,27.78%,16,4.28,1
Safari,mobile,20200107,17,0:03:33,11.76%,13,4.53,0
Chrome,mobile,20200107,5,0:00:42,40.00%,5,2.8,0
Internet Explorer,desktop,20200107,4,0:00:00,100.00%,4,1,0
Edge,desktop,20200107,2,0:13:19,0.00%,2,20,2
Safari,desktop,20200107,2,0:00:13,50.00%,2,1.5,0
UC Browser,mobile,20200107,2,0:00:00,100.00%,2,1,0
Safari,tablet,20200107,1,0:00:00,100.00%,1,1,0
Safari (in-app),mobile,20200107,1,0:04:48,0.00%,1,19,0
Samsung Internet,mobile,20200107,1,0:29:44,0.00%,1,3,0
Safari,mobile,20200108,20,0:01:05,25.00%,16,3.45,1
Chrome,desktop,20200108,19,0:02:18,26.32%,19,4,2
Chrome,mobile,20200108,6,0:04:07,0.00%,5,3.83,0
Internet Explorer,desktop,20200108,4,0:00:41,0.00%,3,2.5,0
Safari,desktop,20200108,4,0:21:03,25.00%,4,7.75,2
Firefox,desktop,20200108,3,0:04:38,0.00%,1,4.33,1
Mozilla Compatible Agent,desktop,20200108,3,0:00:11,66.67%,3,6.67,0
Safari (in-app),mobile,20200108,3,0:00:09,33.33%,3,1.67,0
Samsung Internet,mobile,20200108,1,0:13:19,0.00%,1,6,0
Chrome,desktop,20200109,7,0:04:42,28.57%,7,9.14,4
Safari,mobile,20200109,6,0:00:58,16.67%,6,2.67,0
Chrome,mobile,20200109,4,0:01:59,50.00%,4,5.75,0
Safari,desktop,20200109,3,0:07:40,0.00%,3,7.33,1
Internet Explorer,desktop,20200109,1,0:26:25,0.00%,1,20,1
Safari (in-app),mobile,20200109,1,0:00:09,0.00%,1,2,0
Safari,mobile,20200110,12,0:00:29,66.67%,9,1.58,0
Chrome,desktop,20200110,10,0:02:48,20.00%,10,3.8,0
Chrome,mobile,20200110,9,0:01:49,44.44%,8,4,0
Safari (in-app),mobile,20200110,3,0:00:42,66.67%,3,2.67,0
Chrome,tablet,20200110,2,0:00:35,0.00%,1,2.5,0
Safari,desktop,20200110,2,0:07:22,0.00%,2,4.5,0
Amazon Silk,tablet,20200110,1,0:00:40,0.00%,1,2,0
Android Webview,mobile,20200110,1,0:02:33,0.00%,1,3,0
Safari,tablet,20200110,1,0:00:00,100.00%,1,1,0
Safari,mobile,20200111,11,0:03:29,27.27%,10,3.09,0
Chrome,desktop,20200111,8,0:01:27,62.50%,8,3.88,0
Safari,desktop,20200111,5,0:03:59,60.00%,5,2.8,1
Chrome,mobile,20200111,3,0:00:08,66.67%,3,1.33,0
Amazon Silk,tablet,20200111,2,0:00:57,50.00%,1,2.5,0
Safari (in-app),mobile,20200111,2,0:03:12,50.00%,2,2,0
Edge,desktop,20200111,1,0:02:21,0.00%,1,6,0
Firefox,mobile,20200111,1,0:00:00,100.00%,1,1,0
Mozilla Compatible Agent,desktop,20200111,1,0:00:00,100.00%,1,1,0
Safari,mobile,20200112,11,0:02:23,27.27%,11,2.64,0
Safari,desktop,20200112,8,0:07:11,25.00%,5,4.5,2
Chrome,desktop,20200112,7,0:05:42,28.57%,7,8.43,3
Chrome,mobile,20200112,3,0:00:07,66.67%,3,1.67,0
Firefox,desktop,20200112,2,0:01:05,50.00%,2,2.5,0
Safari,tablet,20200112,1,0:00:50,0.00%,1,4,0
Chrome,desktop,20200113,14,0:03:40,35.71%,14,4.14,2
Safari,mobile,20200113,14,0:04:07,42.86%,6,2.14,0
Safari,desktop,20200113,10,0:03:22,10.00%,9,7.2,0
Chrome,mobile,20200113,3,0:02:34,33.33%,3,1.67,0
Internet Explorer,desktop,20200113,3,0:06:07,33.33%,3,2.33,0
Chrome,desktop,20200114,22,0:04:07,31.82%,22,4.32,2
Safari,mobile,20200114,12,0:00:37,25.00%,9,2.33,0
Chrome,mobile,20200114,7,0:01:58,57.14%,5,3.14,1
Edge,desktop,20200114,5,0:01:36,40.00%,5,2.6,0
Safari,desktop,20200114,5,0:01:08,60.00%,5,3,1
Firefox,desktop,20200114,2,0:00:38,0.00%,2,3.5,0
Internet Explorer,desktop,20200114,2,0:00:25,0.00%,2,2,0
Android Webview,mobile,20200114,1,0:00:09,0.00%,1,2,0
Chrome,desktop,20200115,20,0:02:21,35.00%,20,3.4,0
Safari,mobile,20200115,11,0:01:59,27.27%,9,3.55,0
Chrome,mobile,20200115,6,0:01:04,33.33%,5,4.83,0
Internet Explorer,desktop,20200115,3,0:00:43,33.33%,3,3.67,0
Edge,desktop,20200115,1,0:00:44,0.00%,1,3,0
Safari,desktop,20200115,1,0:00:00,100.00%,1,1,0
Safari,tablet,20200115,1,0:00:00,100.00%,1,1,0
Samsung Internet,mobile,20200115,1,0:03:47,0.00%,1,4,0
Chrome,desktop,20200116,16,0:01:54,31.25%,14,4.31,1
Safari,mobile,20200116,6,0:00:27,50.00%,6,2.17,0
Chrome,mobile,20200116,4,0:00:07,25.00%,4,2,0
Firefox,desktop,20200116,2,0:02:23,50.00%,2,2.5,0
e.ventures Investment Crawler,desktop,20200116,1,0:00:00,100.00%,1,1,0
Edge,desktop,20200116,1,0:09:51,0.00%,1,13,0
Internet Explorer,desktop,20200116,1,0:00:00,100.00%,1,1,0
Safari (in-app),mobile,20200116,1,0:00:19,0.00%,1,2,0
Safari,mobile,20200117,26,0:01:32,46.15%,17,2.81,0
Chrome,desktop,20200117,14,0:00:43,28.57%,14,2.79,0
Chrome,mobile,20200117,4,0:02:02,25.00%,4,2.75,0
Safari,desktop,20200117,3,0:10:03,33.33%,3,5.67,0
Firefox,desktop,20200117,2,0:07:00,0.00%,2,7,1
Safari (in-app),mobile,20200117,1,0:00:05,0.00%,1,2,0
Safari,mobile,20200118,25,0:02:04,24.00%,18,4,1
Chrome,desktop,20200118,13,0:00:41,61.54%,13,1.92,0
Chrome,mobile,20200118,8,0:00:38,37.50%,8,3.12,0
Edge,desktop,20200118,5,0:01:16,60.00%,5,1.6,0
Firefox,desktop,20200118,5,0:00:00,100.00%,5,1,0
Safari,desktop,20200118,4,0:03:18,25.00%,4,6,0
Safari (in-app),mobile,20200118,3,0:00:42,0.00%,2,2.33,0
Safari,tablet,20200118,2,0:00:00,100.00%,2,1,0
Amazon Silk,tablet,20200118,1,0:13:51,0.00%,1,5,0
Firefox,mobile,20200118,1,0:00:00,100.00%,1,1,0
Safari,mobile,20200119,31,0:01:40,38.71%,20,3.19,3
Safari,desktop,20200119,7,0:12:02,14.29%,5,8,1
Chrome,desktop,20200119,6,0:00:27,50.00%,6,2.33,0
Chrome,mobile,20200119,2,0:03:16,0.00%,2,8,0
Chrome,tablet,20200119,2,0:00:11,0.00%,2,2,0
Safari,tablet,20200119,2,0:08:07,0.00%,1,15.5,0
Safari (in-app),mobile,20200119,2,0:00:42,0.00%,1,3.5,0
Amazon Silk,tablet,20200119,1,0:00:36,0.00%,1,3,0
Android Webview,mobile,20200119,1,0:00:00,100.00%,1,1,0
Edge,desktop,20200119,1,0:05:03,0.00%,1,2,0
Safari,mobile,20200120,32,0:02:20,34.38%,30,2.88,0
Chrome,desktop,20200120,15,0:01:41,26.67%,13,6.13,1
Chrome,mobile,20200120,10,0:01:54,30.00%,7,3.8,0
Safari,desktop,20200120,6,0:00:41,16.67%,5,2.5,0
Edge,desktop,20200120,3,0:00:24,66.67%,3,1.33,0
Firefox,desktop,20200120,3,0:00:17,66.67%,3,1.67,0
Safari,tablet,20200120,2,0:05:27,0.00%,2,7.5,0
Chrome,tablet,20200120,1,0:03:21,0.00%,1,7,0
Internet Explorer,desktop,20200120,1,0:09:32,0.00%,1,11,1
Safari (in-app),mobile,20200120,1,0:04:52,0.00%,1,3,0
'',desktop,20200121,16,0:00:00,100.00%,16,1,0
Safari,mobile,20200121,12,0:02:21,41.67%,9,4,1
Chrome,desktop,20200121,10,0:01:20,50.00%,9,3.6,0
Edge,desktop,20200121,3,0:00:15,33.33%,2,2,0
Internet Explorer,desktop,20200121,3,0:09:34,0.00%,3,11,1
Chrome,mobile,20200121,2,0:00:00,100.00%,2,1,0
Safari,desktop,20200121,2,0:08:51,0.00%,2,12.5,0
Chrome,desktop,20200122,17,0:03:58,41.18%,16,5.35,1
Safari,mobile,20200122,12,0:00:59,25.00%,9,3.58,0
Chrome,mobile,20200122,4,0:00:35,50.00%,4,1.75,0
Safari,desktop,20200122,3,0:07:42,0.00%,3,16.33,3
Internet Explorer,desktop,20200122,2,0:01:19,0.00%,2,4,0
Amazon Silk,tablet,20200122,1,0:00:00,100.00%,1,1,0
Edge,desktop,20200122,1,0:00:04,0.00%,1,2,0
Chrome,desktop,20200123,18,0:09:48,11.11%,18,6.78,5
Safari,mobile,20200123,9,0:00:42,33.33%,9,2.78,0
Chrome,mobile,20200123,4,0:00:03,75.00%,4,1.25,0
Internet Explorer,desktop,20200123,3,0:00:34,66.67%,3,1.67,0
Safari,tablet,20200123,3,0:00:32,66.67%,2,2.67,0
Firefox,desktop,20200123,1,0:00:00,100.00%,1,1,0
Safari,desktop,20200123,1,0:02:54,0.00%,1,12,0
Samsung Internet,mobile,20200123,1,0:01:26,0.00%,1,2,0
Safari,mobile,20200124,17,0:01:57,35.29%,15,3.71,0
Chrome,desktop,20200124,13,0:02:50,23.08%,12,5.85,1
Chrome,mobile,20200124,5,0:01:21,40.00%,5,3,0
Firefox,desktop,20200124,3,0:10:34,33.33%,2,6.33,0
Safari,desktop,20200124,2,0:00:48,50.00%,2,1.5,0
Safari,tablet,20200124,2,0:00:07,50.00%,2,1.5,0
Android Webview,mobile,20200124,1,0:02:00,0.00%,1,7,0
Edge,desktop,20200124,1,0:33:31,0.00%,1,19,1
Safari (in-app),mobile,20200124,1,0:14:45,0.00%,1,19,0
Samsung Internet,mobile,20200124,1,0:01:22,0.00%,1,3,0
Safari,mobile,20200125,18,0:01:52,22.22%,17,2.78,0
Chrome,desktop,20200125,8,0:03:18,12.50%,8,6.62,0
Chrome,mobile,20200125,6,0:01:19,16.67%,5,4,0
Safari,desktop,20200125,5,0:04:31,0.00%,2,4.6,0
Edge,desktop,20200125,2,0:08:01,50.00%,2,9,1
Firefox,desktop,20200125,1,0:01:36,0.00%,1,3,0
Safari,tablet,20200125,1,0:00:00,100.00%,1,1,0
Chrome,desktop,20200126,8,0:02:02,12.50%,8,3.25,1
Chrome,mobile,20200126,4,0:00:24,50.00%,4,1.75,0
Safari,mobile,20200126,4,0:02:49,0.00%,4,3,0
Mozilla Compatible Agent,desktop,20200126,3,0:00:10,66.67%,3,6.67,0
Safari,desktop,20200126,2,0:10:18,50.00%,2,15,0
Chrome,tablet,20200126,1,0:01:45,0.00%,1,6,0
Safari,tablet,20200126,1,0:00:00,100.00%,1,1,0
Samsung Internet,mobile,20200126,1,0:00:00,100.00%,1,1,0
Safari,mobile,20200127,19,0:01:49,31.58%,14,3.58,1
Chrome,desktop,20200127,14,0:05:45,21.43%,14,7.71,2
Safari,desktop,20200127,14,0:05:25,28.57%,12,5.71,4
Samsung Internet,mobile,20200127,4,0:06:15,0.00%,3,5,0
Amazon Silk,tablet,20200127,3,0:04:48,0.00%,1,3,0
Android Webview,mobile,20200127,1,0:00:06,0.00%,1,2,0
Chrome,mobile,20200127,1,0:02:05,0.00%,1,11,0
Chrome,tablet,20200127,1,0:01:01,0.00%,1,9,0
Edge,desktop,20200127,1,0:29:03,0.00%,1,42,0
Firefox,desktop,20200127,1,0:00:00,100.00%,1,1,0
Internet Explorer,desktop,20200127,1,0:00:13,0.00%,1,2,0
Safari,tablet,20200127,1,0:00:00,100.00%,1,1,0
Safari (in-app),mobile,20200127,1,0:02:32,0.00%,1,7,0
Safari (in-app),tablet,20200127,1,0:00:19,0.00%,1,2,0
Chrome,desktop,20200128,12,0:03:14,16.67%,12,4.25,2
Safari,mobile,20200128,10,0:06:01,20.00%,8,3.6,1
Samsung Internet,mobile,20200128,3,0:04:37,33.33%,2,3.33,0
Chrome,mobile,20200128,2,0:00:37,50.00%,2,2.5,0
Edge,desktop,20200128,1,0:19:11,0.00%,1,24,0
Firefox,desktop,20200128,1,0:00:25,0.00%,1,2,0
Safari,desktop,20200128,1,0:00:08,0.00%,1,2,0
Chrome,desktop,20200129,17,0:03:36,23.53%,15,6.47,0
Safari,mobile,20200129,17,0:02:00,47.06%,14,2.94,2
Chrome,mobile,20200129,4,0:01:05,25.00%,2,4.75,0
Safari,desktop,20200129,2,0:06:13,0.00%,2,11,0
Safari (in-app),mobile,20200129,2,0:03:02,0.00%,2,7,1
Edge,desktop,20200129,1,0:00:22,0.00%,1,3,0
Firefox,desktop,20200129,1,0:00:00,100.00%,1,1,0
Internet Explorer,tablet,20200129,1,0:00:44,0.00%,1,7,0
Opera,desktop,20200129,1,0:01:55,0.00%,1,3,0
Safari,tablet,20200129,1,0:00:00,100.00%,1,1,0
Safari,mobile,20200130,11,0:01:15,63.64%,9,3.09,1
Chrome,desktop,20200130,9,0:02:24,33.33%,9,3.33,0
Chrome,mobile,20200130,5,0:00:58,20.00%,5,2.8,0
Safari,desktop,20200130,5,0:02:00,20.00%,5,5.8,0
Internet Explorer,desktop,20200130,2,0:00:00,100.00%,2,1,0
Chrome,tablet,20200130,1,0:04:49,0.00%,1,9,0
Edge,desktop,20200130,1,0:06:44,0.00%,1,5,0
Firefox,desktop,20200130,1,0:00:00,100.00%,1,1,0
Safari,tablet,20200130,1,0:00:00,100.00%,1,1,0
Safari,mobile,20200131,13,0:03:19,30.77%,12,4.31,1
Chrome,desktop,20200131,12,0:01:27,41.67%,12,2.75,1
Chrome,mobile,20200131,2,0:00:00,100.00%,2,1,0
Chrome,tablet,20200131,2,0:00:53,50.00%,2,2,0
Firefox,desktop,20200131,2,0:00:38,50.00%,2,2,0
Safari (in-app),mobile,20200131,2,0:00:04,50.00%,2,1.5,0
Internet Explorer,desktop,20200131,1,0:04:16,0.00%,1,9,0
Safari,desktop,20200131,1,0:00:00,100.00%,1,1,0
Safari,tablet,20200131,1,0:00:00,100.00%,1,1,0
Safari,mobile,20200201,15,0:00:19,40.00%,15,1.93,0
Chrome,desktop,20200201,6,0:03:03,33.33%,6,5.33,0
Safari,desktop,20200201,5,0:09:56,20.00%,3,9.6,2
Chrome,mobile,20200201,4,0:00:34,25.00%,4,3.25,0
Firefox,desktop,20200201,3,0:01:39,33.33%,3,2.33,0
Chrome,tablet,20200201,1,0:04:04,0.00%,1,10,0
Edge,desktop,20200201,1,0:11:23,0.00%,1,8,1
Safari (in-app),mobile,20200201,1,0:05:46,0.00%,1,3,0
Safari,mobile,20200202,22,0:02:13,50.00%,20,2.18,0
Chrome,desktop,20200202,6,0:06:09,33.33%,5,6.83,1
Chrome,mobile,20200202,4,0:02:10,0.00%,3,3.25,0
(not set),desktop,20200202,1,0:00:00,100.00%,1,1,0
Android Webview,mobile,20200202,1,0:00:26,0.00%,1,5,0
Chrome,tablet,20200202,1,0:00:11,0.00%,1,2,0
Safari,desktop,20200202,1,0:00:00,100.00%,1,1,0
Chrome,desktop,20200203,18,0:05:18,16.67%,18,5.61,4
Safari,mobile,20200203,10,0:04:02,20.00%,7,2.4,0
Chrome,mobile,20200203,7,0:01:08,28.57%,5,3.43,0
Safari,desktop,20200203,4,0:03:47,0.00%,4,7.5,1
Chrome,tablet,20200203,1,0:01:38,0.00%,1,5,0
Firefox,desktop,20200203,1,0:00:00,100.00%,1,1,0
Safari,mobile,20200204,16,0:02:20,31.25%,8,4.62,1
Chrome,desktop,20200204,15,0:05:31,13.33%,15,7.6,3
Chrome,mobile,20200204,5,0:01:21,40.00%,5,3.4,0
Safari,desktop,20200204,4,0:05:01,25.00%,2,8,1
Safari,tablet,20200204,3,0:00:26,33.33%,1,4.33,0
Firefox,desktop,20200204,2,0:00:35,50.00%,2,2.5,0
Safari (in-app),mobile,20200204,1,0:00:15,0.00%,1,2,0
Chrome,desktop,20200205,24,0:02:38,29.17%,22,5.04,4
Safari,mobile,20200205,22,0:04:26,31.82%,15,3.41,3
Chrome,mobile,20200205,5,0:00:27,20.00%,4,3.2,0
Edge,desktop,20200205,3,0:09:35,0.00%,3,10,0
Firefox,desktop,20200205,3,0:00:23,33.33%,3,2.33,0
Internet Explorer,desktop,20200205,2,0:00:00,100.00%,2,1,0
Safari,desktop,20200205,2,0:00:37,50.00%,2,2.5,0
Samsung Internet,mobile,20200205,2,0:00:13,50.00%,1,1.5,0
Chrome,desktop,20200206,19,0:04:58,36.84%,18,6.16,3
Safari,mobile,20200206,14,0:02:31,57.14%,10,2.93,2
Chrome,mobile,20200206,6,0:02:03,50.00%,6,2.5,0
Safari,desktop,20200206,5,0:02:15,20.00%,5,4.2,0
Safari,tablet,20200206,4,0:02:31,25.00%,3,3.5,1
Firefox,desktop,20200206,2,0:00:34,50.00%,2,2,0
Safari,mobile,20200207,21,0:01:52,38.10%,17,3.67,1
Chrome,desktop,20200207,17,0:03:12,29.41%,15,4.53,1
Chrome,mobile,20200207,9,0:01:26,22.22%,6,3.33,0
Edge,desktop,20200207,2,0:00:39,50.00%,2,3,0
Internet Explorer,desktop,20200207,2,0:00:14,0.00%,2,2.5,0
Safari (in-app),mobile,20200207,2,0:00:44,0.00%,2,2,0
Android Webview,mobile,20200207,1,0:00:00,100.00%,1,1,0
Firefox,desktop,20200207,1,0:00:00,100.00%,1,1,0
Safari,desktop,20200207,1,0:00:00,100.00%,1,1,0
Safari,tablet,20200207,1,0:00:00,100.00%,1,1,0
Safari,mobile,20200208,16,0:02:28,37.50%,16,3.56,1
Chrome,mobile,20200208,9,0:01:12,22.22%,9,3.11,0
Chrome,desktop,20200208,8,0:02:07,50.00%,8,2.5,0
Safari,desktop,20200208,7,0:05:30,28.57%,4,5.71,3
Internet Explorer,desktop,20200208,5,0:00:00,100.00%,5,1,0
Firefox,desktop,20200208,2,0:01:58,50.00%,2,2.5,0
Edge,desktop,20200208,1,0:01:56,0.00%,1,4,0
Safari (in-app),tablet,20200208,1,0:00:00,100.00%,1,1,0
Safari,mobile,20200209,15,0:01:54,40.00%,12,3.4,2
Chrome,desktop,20200209,13,0:08:54,0.00%,12,9.15,8
Chrome,mobile,20200209,11,0:00:31,45.45%,8,2.64,0
Mozilla Compatible Agent,desktop,20200209,4,0:00:08,75.00%,4,5.25,0
Edge,desktop,20200209,3,0:13:02,0.00%,2,8.33,2
Safari,desktop,20200209,3,0:01:12,0.00%,2,3.33,1
Firefox,desktop,20200209,1,0:10:22,0.00%,1,7,0
Safari (in-app),mobile,20200209,1,0:00:00,100.00%,1,1,0
Chrome,desktop,20200210,22,0:04:01,18.18%,19,6.82,8
Safari,mobile,20200210,21,0:04:16,42.86%,17,2.57,1
Chrome,mobile,20200210,4,0:00:01,75.00%,2,1.25,0
Firefox,desktop,20200210,3,0:00:07,66.67%,3,1.67,0
Samsung Internet,mobile,20200210,3,0:02:18,66.67%,2,5.33,1
Internet Explorer,desktop,20200210,2,0:00:08,50.00%,1,1.5,0
Edge,desktop,20200210,1,0:00:05,0.00%,1,2,0
Safari,tablet,20200210,1,0:00:18,0.00%,1,2,0
Safari (in-app),mobile,20200210,1,0:00:09,0.00%,1,2,0
Chrome,desktop,20200211,15,0:02:26,46.67%,15,3.87,2
Chrome,mobile,20200211,4,0:01:07,0.00%,4,3,0
Safari,mobile,20200211,3,0:00:13,33.33%,3,2,0
Safari,desktop,20200211,2,0:01:52,50.00%,2,6,0
Firefox,desktop,20200211,1,0:00:00,100.00%,1,1,0
Internet Explorer,desktop,20200211,1,0:02:04,0.00%,1,4,0
Internet Explorer,tablet,20200211,1,0:00:00,100.00%,1,1,0
Mozilla Compatible Agent,desktop,20200211,1,0:00:00,100.00%,1,1,0
Safari,tablet,20200211,1,0:00:00,100.00%,1,1,0
Safari,mobile,20200212,20,0:01:19,35.00%,15,2.95,1
Chrome,desktop,20200212,19,0:04:09,5.26%,17,4.05,2
Chrome,mobile,20200212,3,0:00:38,0.00%,3,2.67,0
Chrome,tablet,20200212,1,0:02:21,0.00%,1,3,0
Edge,desktop,20200212,1,0:00:08,0.00%,1,2,0
Firefox,desktop,20200212,1,0:04:23,0.00%,1,10,0
Internet Explorer,desktop,20200212,1,0:02:52,0.00%,1,12,0
Mozilla Compatible Agent,desktop,20200212,1,0:00:00,100.00%,1,1,0
Safari,desktop,20200212,1,0:00:05,0.00%,1,2,0
Samsung Internet,mobile,20200212,1,0:00:26,0.00%,1,2,0
Safari,mobile,20200213,26,0:01:58,23.08%,19,3.85,2
Chrome,desktop,20200213,20,0:03:45,20.00%,19,6.35,1
Chrome,mobile,20200213,6,0:13:54,50.00%,4,2.83,0
Safari,desktop,20200213,5,0:05:23,0.00%,5,7.2,1
Safari (in-app),mobile,20200213,4,0:05:51,50.00%,4,7.5,0
Edge,desktop,20200213,2,0:07:03,0.00%,1,9,0
Firefox,desktop,20200213,2,0:00:18,50.00%,1,2.5,0
Internet Explorer,desktop,20200213,1,0:10:50,0.00%,1,11,1
Samsung Internet,mobile,20200213,1,0:00:00,100.00%,1,1,0
Safari,mobile,20200214,14,0:01:07,42.86%,11,2.57,0
Chrome,desktop,20200214,7,0:01:16,42.86%,7,3.43,0
Safari,desktop,20200214,7,0:03:19,0.00%,6,5.71,0
Chrome,mobile,20200214,6,0:00:10,66.67%,6,2.17,0
Chrome,tablet,20200214,1,0:00:00,100.00%,1,1,0
Safari,tablet,20200214,1,0:00:00,100.00%,1,1,0
Safari,mobile,20200215,27,0:04:06,37.04%,22,3.81,4
Chrome,desktop,20200215,13,0:10:32,15.38%,10,10.77,6
Chrome,mobile,20200215,4,0:00:20,50.00%,4,1.75,0
Safari,desktop,20200215,3,0:00:47,33.33%,3,4,0
Safari,tablet,20200215,2,0:00:15,50.00%,2,1.5,0
Chrome,tablet,20200215,1,0:00:58,0.00%,1,5,0
Safari (in-app),mobile,20200215,1,0:00:39,0.00%,1,2,0
Safari,mobile,20200216,34,0:02:44,32.35%,24,3.65,2
Chrome,desktop,20200216,11,0:05:29,27.27%,10,7.45,2
Chrome,mobile,20200216,6,0:01:39,33.33%,6,3,0
Safari,desktop,20200216,3,0:08:12,0.00%,3,8.33,1
Edge,desktop,20200216,2,0:00:33,0.00%,2,3,0
Firefox,desktop,20200216,2,0:00:14,50.00%,2,2.5,0
Safari,tablet,20200216,2,0:02:56,0.00%,1,8,1
Safari (in-app),mobile,20200216,2,0:00:02,50.00%,2,1.5,0
Chrome,tablet,20200216,1,0:00:00,100.00%,1,1,0
Internet Explorer,desktop,20200216,1,0:00:19,0.00%,1,2,0
Samsung Internet,mobile,20200216,1,0:07:23,0.00%,1,4,0
Safari,mobile,20200217,20,0:01:48,30.00%,15,3,0
Chrome,desktop,20200217,10,0:05:55,10.00%,10,5.9,2
Chrome,mobile,20200217,10,0:00:27,60.00%,9,1.9,0
Safari,desktop,20200217,3,0:02:14,33.33%,3,4,0
Firefox,desktop,20200217,2,0:34:19,0.00%,2,14.5,2
Safari,tablet,20200217,2,0:00:06,0.00%,2,4.5,0
Chrome,tablet,20200217,1,0:00:22,0.00%,1,2,0
Edge,desktop,20200217,1,0:06:40,0.00%,1,8,1
Internet Explorer,tablet,20200217,1,0:02:35,0.00%,1,4,0
Safari (in-app),mobile,20200217,1,0:00:29,0.00%,1,3,0
Samsung Internet,mobile,20200217,1,0:31:41,0.00%,1,18,0
Chrome,mobile,20200218,15,0:02:54,13.33%,13,3.8,0
Chrome,desktop,20200218,14,0:04:39,14.29%,14,5.79,4
Safari,mobile,20200218,8,0:00:20,50.00%,8,2.5,0
Safari,desktop,20200218,4,0:00:04,50.00%,4,1.5,0
Safari (in-app),mobile,20200218,3,0:01:59,33.33%,2,2.33,0
Chrome,tablet,20200218,2,0:01:05,50.00%,1,3,0
Edge,desktop,20200218,1,0:04:56,0.00%,1,10,0
Firefox,desktop,20200218,1,0:00:00,100.00%,1,1,0
Safari,mobile,20200219,22,0:03:40,59.09%,17,2.55,0
Chrome,desktop,20200219,15,0:01:56,33.33%,15,3.07,1
Chrome,mobile,20200219,7,0:04:09,28.57%,5,3.57,0
